pid,total_sent,unique_addresses_sent,unique_subjects_sent,total_received,unique_addresses_received,unique_subjects_received,total_emails,inter_hume_sent,inter_hume_received,inter_vt_sent,inter_vt_received,sent_to,sent_to_perc,sent_cc,sent_cc_perc,sent_bcc,sent_bcc_perc,rec_to,rec_to_perc,rec_cc,rec_cc_perc,rec_bcc,rec_bcc_perc,avg_recipients_sent,avg_recipients_rec,avg_body_chars_sent,avg_body_chars_rec,var_body_chars_sent,var_body_chars_rec,after_hours_sent,after_hours_sent_perc,after_hours_rec,after_hours_rec_perc,after_hours_sent_hume,after_hours_sent_hume_perc,after_hours_rec_hume,after_hours_rec_hume_perc,avg_sent_per_day,avg_rec_per_day,avg_emails_per_day,response_time_to,response_time_from,attached_sent,attached_rec,avg_attachments_sent,avg_attachments_rec,sent_re,sent_re_perc,sent_fw,sent_fw_perc,rec_re,rec_re_perc,fg_between_centrality,pg_between_centrality,pg_avg_neighbor_degree,fg_avg_neighbor_degree,pg_clustering,fg_clustering,pg_closeness_centrality,fg_closeness_centrality,pg_degree_centrality,fg_degree_centrality,pg_current_flow_closeness_centrality,pg_current_flow_betweenness_centrality,pg_communicability_centrality,fg_communicability_centrality,pg_communicability_betweenness_centrality,pg_load_centrality,fg_load_centrality,pg_square_clustering,fg_square_clustering,pg_eccentricity,pg_pagerank,fg_pagerank,pg_hubs,pg_authorities,fg_hubs,fg_authorities,pg_avg_shortest_paths,pg_max_shortest_paths,fg_avg_shortest_paths,fg_max_shortest_paths,pg_num_cliques,fg_num_cliques,Status,GradStudent,Research,Director,PM,Outreach,Operations
deannac,0.08750087922909193,0.09150865622423743,0.09455674932532206,0.2678649441427947,0.27419354838709675,0.2608589107394474,0.13828403029702457,0.5697674418604651,0.4,0.95,0.8064516129032258,0.12466992854923889,0.8601,0.030888487825083584,0.27377690802348337,0.0,0.0,0.2901199040767386,0.37311210380770055,0.21297850906648758,0.6268878961922996,0.0,0.0,0.6454096561814192,0.1164,0.5437304716424585,0.08956880943733728,0.18978507850976944,0.006500885445812564,0.003820220027973196,0.0,0.1354154527444354,0.3039171544349393,0.010710553814002089,0.0,0.10181818181818182,0.24798984341938213,0.1253055883489871,0.3846806409779468,0.19827155162072027,0.24260790234596985,0.27072877086674985,0.12191723109829213,0.2737692596768132,0.5263157894736842,0.9210526315789473,0.04674757900101937,0.45875627114689066,0.04544,0.07860984691766652,0.209304593777431,0.6220891550232868,0.17982970561053618,0.17185213708124755,0.523002421307506,0.1850490196078431,0.5857142857142857,0.33964623905663727,0.8108108108108107,0.8409090909090907,0.7000000000000001,0.9090909090909092,0.9136576983048684,0.13335429703900772,0.7009701261278265,0.9773545540287942,0.8182672171046741,0.1718521370812476,0.17982970561053604,0.3940562063592822,0.02851225135913277,0.6666666666666666,0.28550561039429795,0.25880123040325637,0.1591867890656508,0.15918678891669313,0.15844905043358226,0.15844905012475535,0.6271186440677967,0.6666666666666666,0.09090909090909106,0.0,0.5185185185185185,0.896551724137931,Operations,0,0,0,0,0,1
fnguyen,0.011723054559095917,0.036273701566364384,0.018738224960537706,0.047587842476440115,0.1391705069124424,0.06230472339643448,0.021757675504734987,0.27906976744186046,0.4,0.91,0.5161290322580645,0.016425908667287978,0.8452,0.004585934495103405,0.3029354207436399,0.0,0.0,0.06426858513189448,0.7432461178472665,0.015698455339153795,0.2567538821527335,0.0,0.0,0.2980248719824433,0.022699999999999998,0.4993221227665562,0.1671819235826949,0.08955799998169786,0.010412838437861092,0.015781892574577794,0.9326100829610721,0.060016315114788485,0.7485366951823503,0.007118599791013584,0.2137235612395475,0.033535353535353536,0.4536606009310199,0.013660060386347253,0.05627505449842329,0.02557259051320809,0.37333904834385195,0.3947602609592629,0.009819489905045857,0.023174245271201304,0.3157894736842105,0.23684210526315788,0.006020642201834863,0.44055536110138843,0.00704,0.09102192800992966,0.02326148444357749,0.3075515635395875,0.016654287124019236,0.0,0.788135593220339,0.3183940242763775,1.0,0.7920189073720569,0.5555555555555556,0.3881118881118881,0.13333333333333336,0.5757575757575757,0.35266067539561574,0.014840482669434952,0.04159868524153906,0.4564730400494258,0.07225740412866588,0.0,0.016654287124019236,1.0,0.2649221468479029,0.6666666666666666,0.058700642318886755,0.03624083159237719,0.005179933753262858,0.005179933740189282,0.004868362017283222,0.004868361997404514,0.9152542372881358,0.6666666666666666,0.4545454545454546,1.0,0.037037037037037035,0.1724137931034483,GradStudent,1,0,0,0,0,0
gmoy,5.861527279547959e-05,0.001030502885408079,0.00015275726870003564,0.0015290519877675841,0.00783410138248848,0.0015928444526128775,0.00046531266425967895,0.5813953488372093,0.4142857142857143,1.0,1.0,9.70798384591488e-05,0.8333,2.9586674161957454e-05,0.3262230919765166,0.0,0.0,0.0010071942446043165,0.12571793235481799,0.0025184687709872396,0.8742820676451818,0.0,0.0,0.182882223847842,0.097225,0.28443326484140935,0.0436161253420366,0.002132858203413118,0.0006961485512997643,8.350207711416822e-05,0.8196553924696872,0.001631511478848619,0.43178748311571363,6.530825496342738e-05,0.35587801278898185,0.0014141414141414141,0.4058400338552687,0.0005524097077844061,0.017874092127541957,0.005338899685693035,1.0,0.48784044328510556,0.0,0.0006263309532757109,0.0,0.3421052631578947,4.7782874617737003e-05,0.5833625014584063,0.0,0.0,0.0007802594362625573,0.22504990019960078,0.0,0.0,0.0,0.5098039215686274,0.0,1.0,0.0,0.050203527815467996,0.0,0.09090909090909091,0.0,0.0,0.0,0.022580496152267152,0.0,0.0,0.0,0.0,0.5894644237322406,0.0,0.0,0.0015197867440768355,0.0,0.0,0.002157025327316804,0.002157025313875023,0.0,0.0,0.9090909090909092,1.0,0.0,0.0,PM,0,0,1,0,0,0
jmernst,0.10149820637265246,0.07110469909315746,0.13447731554559805,0.28849154340635336,0.21705069124423962,0.2758684065429149,0.15426838200446355,0.6162790697674418,0.6142857142857143,0.95,0.8709677419354839,0.13901832867350108,0.8269,0.04435042456877422,0.338747553816047,0.0,0.0,0.33616306954436453,0.48649223569453315,0.1878777703156481,0.513507764305467,0.0,0.0,0.45373079736649596,0.10615000000000002,0.3148995138166173,0.07907249886182742,0.07338663241637483,0.005539899778750176,0.02816107550675323,0.16758136566687937,0.26663559025754574,0.5556055830706889,0.07569226750261233,0.2749631087063453,0.3593939393939394,0.8121032585696148,0.13461950332751757,0.3836445625002173,0.20483120996185128,0.2690514090589334,0.4387200207384845,0.044981689730045044,0.2066892145809846,0.16842105263157897,0.5263157894736842,0.08683741080530072,0.7345700618364253,0.06864,0.10239966901117088,0.2504632790402809,0.7142381902860946,0.5806958843799603,0.35336445899114366,0.4802259887005649,0.06574394463667867,0.5,0.11749958214942313,0.8823529411764705,0.9441786283891542,0.8000000000000002,0.9696969696969697,0.9432489554931052,0.23018468223211797,0.7875189790415387,0.9985838518516624,0.891480732857286,0.3533644589911438,0.5806958843799602,0.32715448555062665,0.0,0.6666666666666666,0.38135044925294775,0.36912364860282315,0.16496440966115586,0.1649644094521996,0.16479997580399106,0.1647999753666912,0.5762711864406781,0.6666666666666666,0.030303030303030436,0.0,0.8518518518518519,0.9655172413793104,Research,0,1,0,0,0,0
jrmurphy,0.021230451806522707,0.023495465787304205,0.018381791333570957,0.1072520751419834,0.06497695852534562,0.12791766219444956,0.0452214974450888,0.6976744186046512,0.5,0.98,1.0,0.030444237340789066,0.8653,0.007219148495517619,0.26360078277886495,0.0,0.0,0.11304556354916068,0.3350350989151244,0.09083277367360645,0.6649649010848755,0.0,0.0,0.9474396488661302,0.08662500000000001,0.279760473127416,0.04441445514576246,0.12082673946530896,0.0018330780552751962,0.0023589336784752522,0.04837268666241224,0.041953152313250204,0.23412877082395317,0.006792058516196447,0.08706345302508608,0.045454545454545456,0.27507405840033855,0.021337641171369767,0.10850314474155405,0.045631613042539404,0.4241818325651957,0.5423863158406377,0.05590303658813235,0.0755981460603783,1.0,0.49999999999999994,0.0063232670744138636,0.2556294481390736,0.14016,1.0,0.06832146688774017,0.4668995342648038,0.1184800362401267,0.004548517520215634,0.6933744221879815,0.24273157538877638,0.9454545454545454,0.4699969000487134,0.6382978723404255,0.7040169133192388,0.3666666666666667,0.8181818181818181,0.7177998035871266,0.031565419350855786,0.29858100127015375,0.8351756360386557,0.4249114086104876,0.004548517520215635,0.1184800362401267,0.604325699745547,0.09552597427571381,0.6666666666666666,0.11232254620956658,0.09661958219840942,0.05804428319432358,0.05804428310880821,0.05813444496799694,0.05813444478881943,0.7966101694915256,0.6666666666666666,0.18181818181818188,0.0,0.07407407407407407,0.5862068965517241,Operations,0,0,0,0,0,1
jsprick,0.03405547349417364,0.02926628194558945,0.025663221141605987,0.09139986269737253,0.09907834101382489,0.08209275255774061,0.050271001542425316,0.43023255813953487,0.38571428571428573,0.82,0.7096774193548387,0.02759009009009009,0.489,0.043936211130506816,1.0,0.0,0.0,0.09980815347721822,0.38778983195064887,0.07135661517797179,0.6122101680493511,0.0,0.0,0.4492136064374543,0.1023,0.3111154222059658,0.06171381847620278,0.03659621625929973,0.0026817040884047653,0.005156253261799887,0.07721761327377154,0.031231791166530708,0.20441242683475913,0.013126959247648904,0.11608460403344811,0.03272727272727273,0.2323317816335167,0.15682036628812018,0.4242532759897505,0.23235394323280306,0.2435329124222996,0.4020396375085735,0.026347344200667595,0.06751847676312163,0.2947368421052632,0.5526315789473684,0.03332059123343527,0.8399253295998134,0.02672,0.11894911046752173,0.0838291231834585,0.7619760479041916,0.04959169221889782,0.0,0.7033898305084746,0.27015250544662317,1.0,0.7492227979274608,0.5999999999999999,0.3322109988776654,0.2666666666666667,0.4848484848484848,0.6555584965286997,0.022180878261675686,0.16129880839785166,0.3150047339593864,0.24733563579725143,0.0,0.04959169221889782,0.7387672811059908,0.33608588729140726,0.6666666666666666,0.0916649758691838,0.07039872514634908,0.06017340504910213,0.06017340490783489,0.06367140533039889,0.06367140503579956,0.8474576271186443,0.6666666666666666,0.5151515151515152,0.0,0.037037037037037035,0.034482758620689655,PM,0,0,0,1,0,0
justus,0.12771095636679092,0.11685902720527618,0.1369723509343653,0.4407726393309617,0.34700460829493085,0.3572260001225265,0.21558625087246125,0.37209302325581395,0.3142857142857143,0.8,0.5806451612903226,0.11913637775706741,0.5632,0.14080298233675553,0.8547945205479452,0.0,0.0,0.4666666666666667,0.3388640714741545,0.3691235728676964,0.6611359285258456,0.0,0.0,0.5000182882223848,0.11095,0.4518522483092748,0.042142386602268794,0.0800290619840819,0.00295819230365862,0.04181366511491973,0.20331844288449263,0.38561939167929143,0.5265646105357947,0.08477011494252873,0.23880964092474177,0.3701010101010101,0.5480321625052899,0.1285286312776205,0.4443803172903419,0.21711941265385445,0.19923076622664607,0.2437066800602712,0.09984768448002074,0.2891770011273957,0.2947368421052632,0.4473684210526316,0.12458588175331295,0.8375918795939797,0.14048,0.1667356226727348,0.4493806690724666,0.875748502994012,0.01362748458371373,0.02169329996149403,0.586864406779661,0.39393939393939376,0.8461538461538461,0.8560130897191166,0.6818181818181817,0.44848484848484826,0.5333333333333334,0.6060606060606061,0.9287635743873008,0.2048779008205533,0.4817587961222043,0.5291217210072652,0.5922328464865392,0.021693299961494036,0.01362748458371373,0.5485023864972677,0.23044538142085763,0.6666666666666666,0.3220557656650879,0.29454285299194066,0.40355262164035277,0.4035526205009606,0.4032136061178078,0.40321360373945225,0.7457627118644069,0.6666666666666666,0.393939393939394,0.0,0.18518518518518517,0.10344827586206896,Research,0,1,0,0,0,0
jziegler,0.02050362242385876,0.020403957131079967,0.022709913946738634,0.07002434001123385,0.04377880184331797,0.07418979354285364,0.03440728645164626,0.8372093023255814,0.9,0.98,0.9838709677419355,0.028056073314694004,0.8257,0.009023935619397024,0.3410958904109589,0.0,0.0,0.0849400479616307,0.5545628589661773,0.039875755540631296,0.4454371410338226,0.0,0.0,0.4916788588149232,0.1451,0.32945471044538444,0.05752661609184126,0.133920296022096,0.0010666435435086358,0.005615514685927812,0.16490108487555838,0.038107446684535605,0.32462854570013505,0.016457680250783698,0.3000491883915396,0.06262626262626263,0.5785019043588657,0.022059822184147017,0.07611352360555311,0.037221622399769665,0.31045562334303833,0.46851196081290536,0.005347246977995269,0.05286233245647,0.09473684210526316,0.5789473684210527,0.01818934760448522,0.7614047369035118,0.00528,0.03909805544062888,0.05661757534380182,0.6457085828343314,0.07165362117319027,0.02564016172506739,0.5966101694915255,0.28571428571428575,0.7555555555555555,0.5791151853328018,0.6249999999999999,0.6625344352617077,0.3333333333333334,0.7878787878787878,0.7273997226128859,0.05709808121096647,0.18461321365235187,0.806489282292896,0.2936705016114981,0.025640161725067397,0.07165362117319027,0.803778801843318,0.10132073377686351,0.6666666666666666,0.1302921438304392,0.11415511948775177,0.038348733901673225,0.03834873385330818,0.04685880013231136,0.04685879997803152,0.8135593220338985,0.6666666666666666,0.21212121212121232,0.0,0.2222222222222222,0.6206896551724138,Research,0,1,0,0,0,0
kgantt,0.06500433753018686,0.0781121187139324,0.05942257752431387,0.1453223491231355,0.11981566820276497,0.11970838693867548,0.08790962594031934,0.45348837209302323,0.42857142857142855,0.92,0.8709677419354839,0.06919850885368127,0.6426,0.058640788188999676,0.699412915851272,0.0,0.0,0.1504556354916067,0.30844501169963845,0.12777031564808597,0.6915549883003616,0.0,0.0,0.4456839795171909,0.09094999999999998,0.462202242439439,0.049061262678297204,0.055227937128769194,0.002281023665708665,0.005866020917270317,0.03343969368219527,0.05675329215709125,0.23412877082395317,0.01469435736677116,0.04574520413182489,0.0797979797979798,0.3571730850613627,0.10635388697932448,0.2389829742405858,0.14412629861560977,0.26398463290866714,0.289825214540702,0.07045402987976797,0.11267693849430038,0.41052631578947374,0.6052631578947368,0.05416985219164118,0.7154357717885894,0.15488,0.3609846917666529,0.1572222764069053,0.9387890884896873,0.4109656956260448,0.0010107816711590297,0.6194144838212635,0.14611005692599605,0.9722222222222222,0.28573980959187306,0.5999999999999999,0.7930524759793051,0.3666666666666667,0.8787878787878788,0.8527017053349227,0.14267345709307466,0.24528156244036312,0.8885908660474986,0.3327378024585398,0.0010107816711590293,0.41096569562604485,0.5627240143369175,0.09893945841995842,1.0,0.19440393765629538,0.19663452034659631,0.16748341192155705,0.16748341171499148,0.17023047305046182,0.17023047261680965,0.8474576271186443,1.0,0.12121212121212126,0.0,0.07407407407407407,0.6896551724137931,Outreach,0,0,0,0,1,0
ksterne,0.01573233921830672,0.05585325638911789,0.026019654768572736,0.1598015352930163,0.22258064516129034,0.21307357716106107,0.05569103239093157,0.18604651162790697,0.0,0.48,0.12903225806451613,0.01850341721031376,0.7096,0.011538802923163408,0.5682974559686889,0.0,0.0,0.2237410071942446,0.8106785790257393,0.03844862323707186,0.18932142097426077,0.0,0.0,0.43513167520117046,0.014274999999999982,0.37879936671797815,1.0,0.07370022818324425,1.0,0.008600713942759327,0.36030631780472233,0.17538748397622655,0.6584871679423683,0.0036572622779519333,0.048450565666502715,0.013939393939393939,0.05670757511637749,0.016815194792983483,0.17150575579838886,0.059699129057798894,0.21555539477933464,0.11095459460043314,0.013027838091843017,0.05223600150319429,0.3157894736842105,0.0,0.01435079001019368,0.7827558044568896,0.01344,0.129292511377741,0.05973861308885205,0.18912175648702595,0.011014588036013368,0.0,1.0,0.4169246646026836,1.0,0.8591892715635475,0.5357142857142857,0.3596340766152085,0.06666666666666668,0.5151515151515151,0.24277659399877646,0.0027081103498647636,0.014974727557099242,0.39715071151036435,0.02640256822321847,0.0,0.011014588036013368,0.6129032258064516,0.25986700535786955,0.6666666666666666,0.046268568398491625,0.023812304792010207,0.00475847703499375,0.004758477022669353,0.004201471385080059,0.004201471369492267,0.9491525423728815,0.6666666666666666,0.48484848484848503,0.0,0.037037037037037035,0.06896551724137931,Research,0,1,0,0,0,0
kstraub,0.0032355630583104735,0.012159934047815334,0.006772238912368247,0.04796230418773014,0.09539170506912442,0.06843104821417631,0.01562244185745922,0.7325581395348837,0.2857142857142857,0.94,0.16129032258064516,0.004407424666045356,0.8195,0.0014793337080978726,0.3532289628180039,0.0,0.0,0.07069544364508393,0.9115081897468624,0.00545668233713902,0.08849181025313763,0.0,0.0,0.3568397951719093,0.004224999999999979,0.2396601148612996,0.24585296564934564,0.030871577408034326,0.009579290426319362,0.0013151577145481493,0.25896617740906186,0.06840694557743852,0.8464655560558307,0.002416405433646813,0.2744712247909494,0.011111111111111112,0.14896318239526027,0.009276042918185902,0.13916133271678552,0.04522949207034717,0.4042276854983465,0.44901789234350276,0.0023009365784100854,0.020355755981460603,0.2736842105263158,0.15789473684210525,0.0028669724770642203,0.7581379068953449,0.00128,0.059784857261067435,0.013605773919828344,0.09264803725881571,0.018581409624617476,0.0,0.788135593220339,0.553376906318083,1.0,0.8211927257949813,0.5555555555555556,0.3881118881118881,0.13333333333333336,0.4848484848484848,0.32386114621815815,0.007783214842152519,0.0420882471999478,0.3906372975996029,0.07302185006518765,0.0,0.018581409624617472,0.9490114464099896,0.20205033912984052,0.6666666666666666,0.05288972429128676,0.024020090131709415,0.0054349544364762975,0.005434954422693125,0.005699029036418252,0.005699029021735538,0.9152542372881358,0.6666666666666666,0.4545454545454546,0.0,0.037037037037037035,0.10344827586206896,GradStudent,1,0,0,0,0,0
leslie,0.1226231506881433,0.04472382522671064,0.06736595549671572,0.08500280846283467,0.07511520737327189,0.09091466029528886,0.11360522528888162,0.627906976744186,0.6428571428571429,0.98,0.9838709677419355,0.18804364709537125,0.9258,0.022959259149678984,0.1452054794520548,0.0,0.0,0.09688249400479616,0.4535205275473303,0.059267965077233045,0.5464794724526697,0.0,0.0,1.0,0.05372500000000002,1.0,0.0,0.16547732532335604,0.0,0.008391958749973906,0.017740906190172295,0.03216408344015849,0.22602431337235482,0.02435997910135841,0.03369404820462372,0.050505050505050504,0.38510368176047394,0.17098059905763865,0.11957666806896528,0.1586592768540512,0.31974215911338316,0.4813408013480015,0.2638623326959847,0.06914693724163848,0.8210526315789475,0.6578947368421052,0.017281472986748217,0.12098938280247346,0.03712,0.045924700041373605,0.08353652589486005,0.8308383233532936,1.0,0.7991336157104353,0.43050847457627117,0.0,0.3994708994708995,0.0,1.0,1.0,1.0,1.0,0.9522330843458164,0.3709681868840063,1.0,1.0,1.0,0.7991336157104351,1.0,0.33517517461078183,0.015639185312349136,0.6666666666666666,0.4255300446707997,0.38679814856217215,0.123855040381116,0.12385504022561343,0.11899887325361035,0.11899887295535479,0.5084745762711865,0.6666666666666666,0.0,0.0,1.0,1.0,Operations,0,0,0,0,0,1
mifowler,0.08379639398841762,0.0937757625721352,0.07485106166301747,0.22732946389565,0.1889400921658986,0.20572198737977088,0.12436773487518418,0.5465116279069767,0.6857142857142857,0.88,0.8387096774193549,0.07199440820130475,0.5187,0.1018077457912956,0.9418786692759296,0.0,0.0,0.18470023980815348,0.0,0.2884486232370719,1.0,0.0,0.0,0.5785844915874176,0.19269999999999998,0.34892857642322905,0.047541965826313246,0.14939500997095365,0.0011403572744314223,0.024152975805273157,0.17523931078493937,0.23482111641999767,0.6206663665015759,0.05988766980146291,0.2614363010329563,0.3488888888888889,1.0,0.08526176123363667,0.23207114869116865,0.12671801146860528,0.3073155756275488,0.43602191798577467,0.1096023592701818,0.19441312789678067,0.49473684210526314,0.7105263157894737,0.06700751783893985,0.6866176642165442,0.07232,0.1307405875051717,0.23622354432848922,0.8952095808383235,0.04291360677008274,0.08446765498652292,0.6011299435028249,0.46486928104575204,0.7047619047619048,0.7026357287677404,0.6976744186046511,0.5849802371541502,0.5000000000000001,0.6666666666666666,0.8993669332794051,0.10680751791715647,0.43220410206333487,0.6706945155197658,0.5876436798335294,0.08446765498652292,0.04291360677008274,0.4481399411940171,0.13477195274168263,0.6666666666666666,0.2565612772740285,0.23019136918157884,0.3083105935333422,0.3083105924960097,0.3075620243882636,0.3075620222196393,0.728813559322034,0.6666666666666666,0.2727272727272727,0.0,0.2962962962962963,0.3793103448275862,Research,0,1,0,0,0,0
mryan91,0.004267191859510914,0.017518549051937345,0.009980141555068996,0.02128190725831617,0.060368663594470046,0.027139618942596335,0.009013278644733782,0.5232558139534884,0.5571428571428572,0.82,0.7258064516129032,0.00566946256601429,0.8,0.0021598272138228943,0.39138943248532293,0.0,0.0,0.029784172661870504,0.8102531376302915,0.005288784419073204,0.18974686236970856,0.0,0.0,0.30480980248719824,0.010425000000000018,0.2077900794824255,0.12105458710420004,0.04204519047865105,0.004177871707667096,0.001920547773625869,0.29049138481174214,0.01165365342034728,0.31877532642953627,0.0020898641588296763,0.16158386620757506,0.007676767676767677,0.22767668218366482,0.009010938495774,0.04640101799925597,0.019430408599054677,0.5296986994650157,0.6496546912720144,0.0022361214635252943,0.015846173117875485,0.2,0.5526315789473684,0.0030103211009174314,0.6041302065103256,0.00384,0.13611915597848573,0.012289086121135278,0.3928809048569528,0.08723581328890516,0.0,0.9830508474576272,0.2320261437908501,0.0,0.6124352331606215,0.5084745762711864,0.3057851239669421,0.03333333333333333,0.4848484848484848,0.11426872339176386,3.4257216379551256e-16,0.003543168101333921,0.3058337220850282,0.006315640333032418,0.0,0.08723581328890516,0.0,0.2883072015537504,1.0,0.03881281318189826,0.022041207732287328,0.002567902163576352,0.0025679021567834672,0.0037856458377454184,0.0037856458284993566,1.0,1.0,0.5454545454545454,1.0,0.037037037037037035,0.10344827586206896,GradStudent,1,0,0,0,0,0
pudavid,0.01168788539541863,0.029472382522671065,0.027445389276439736,0.09308494039817762,0.13870967741935483,0.09379403295962752,0.03429526673617633,0.5,0.2571428571428571,0.91,0.3870967741935484,0.018581081081081082,0.9589,0.0012130536406402556,0.08043052837573385,0.0,0.0,0.12642685851318944,0.7530312699425654,0.02929818670248489,0.24696873005743455,0.0,0.0,0.2622531089978054,0.021475000000000022,0.26280214772606375,0.18404561620234478,0.05497270198878211,0.009690707760994881,0.006930672400475962,0.3933631142310146,0.12026570329798392,0.7726249437190456,0.012473876698014629,0.4166256763403837,0.05515151515151515,0.3842573000423191,0.017081605148510714,0.13701964029302247,0.05037548885529883,0.3915526269805308,0.34585123269767715,0.005768545224746411,0.03137918075911311,0.18947368421052632,0.026315789473684233,0.00923802242609582,0.6781005716952515,0.00176,0.022755482002482414,0.049936603920803666,0.3601131071190952,0.008050563171162732,0.004043126684636119,0.6991525423728814,0.39309056956115745,0.9285714285714286,0.8880101808926456,0.5999999999999999,0.3881118881118881,0.2666666666666667,0.5757575757575757,0.5236583103975196,0.02420062457830794,0.15168489114677813,0.484468041592535,0.23870961963658768,0.004043126684636122,0.008050563171162728,0.5912895100349395,0.24865795853811642,0.6666666666666666,0.07650350407000264,0.04878021632717609,0.010777333474025392,0.010777333449560155,0.012497274376109651,0.012497274339416298,0.8474576271186443,0.6666666666666666,0.4545454545454546,1.0,0.07407407407407407,0.13793103448275862,GradStudent,1,0,0,0,0,0
rchase,0.008229584300485334,0.0247320692497939,0.017567085900504098,0.04281345565749235,0.060829493087557605,0.04858175580469277,0.017871453068047667,0.7441860465116279,0.7857142857142857,0.95,0.9516129032258065,0.01205731593662628,0.8834,0.0024261072812805113,0.22818003913894325,0.0,0.0,0.0547242206235012,0.6449691554988299,0.01956010745466756,0.35503084450116995,0.0,0.0,0.24262984637893198,0.028700000000000003,0.20176612736354152,0.038612685875165455,0.04248652949465033,0.00274141186675718,0.00037575934701375695,0.0014039566049776646,0.008973313133667405,0.12426834759117515,0.0011102403343782655,0.005410723069355634,0.013737373737373737,0.20609394837071518,0.009714836444936637,0.051358896889330825,0.02131721010580868,0.3279803830757715,0.4858187240431404,0.0021713063486405028,0.025115871226356005,0.10526315789473685,0.3684210526315789,0.006004714576962283,0.6257146190642866,0.00384,0.07054199420769548,0.034380181410318934,0.6357285429141717,0.17982970561053618,0.0,0.7330508474576272,0.1850490196078431,1.0,0.33964623905663727,0.5999999999999999,0.8409090909090907,0.2666666666666667,0.9090909090909092,0.55873336381385,0.014227901736180382,0.17006094715767983,0.9773545540287942,0.26046374708478687,0.0,0.17982970561053604,0.5781853960222081,0.02851225135913277,0.6666666666666666,0.07333451031460886,0.0455698557532761,0.03845143089389812,0.03845143077493841,0.033743381228476824,0.03374338100014071,0.8474576271186443,0.6666666666666666,0.09090909090909106,0.0,0.037037037037037035,0.896551724137931,Operations,0,0,0,0,0,1
rwmcgwi,0.28240838432862064,0.24546578730420446,0.2601456285961607,1.0,0.9894009216589862,1.0,0.48371836520150624,0.46511627906976744,0.4142857142857143,0.85,0.6129032258064516,0.24147639018328673,0.5163,0.34480310068345216,0.9465753424657535,0.0,0.0,1.0,0.2571793235481813,0.9400604432505036,0.7428206764518187,0.0,0.0,0.57882223847842,0.06617499999999998,0.420184908331494,0.14520793981453567,0.2125723220117696,0.012553680515902192,0.11339582072104043,0.25654116145500955,1.0,0.6024313372354796,0.2511102403343783,0.338416133792425,1.0,0.6529834955564959,0.2821638266974519,1.0,0.4833954749394179,0.20320706069079814,0.21060058543013452,0.7020773244320575,0.7807841663535012,0.9473684210526316,0.6052631578947368,0.31199031600407745,0.9486640998716603,0.1456,0.07819611088125776,0.7991319613771579,0.6422155688622755,0.12283559046885414,0.13870331151328458,0.522342064714946,0.23149905123339642,0.6210526315789474,0.4407207943030704,0.7894736842105262,0.7930524759793051,0.7333333333333334,0.8787878787878788,0.9907446250381474,0.5202593227720861,0.7507721672142226,0.9523811622607196,0.8179265402573953,0.1387033115132846,0.12283559046885412,0.3730125544348465,0.03833134902828483,0.6666666666666666,0.705758174481328,0.7093723539688426,0.8037929058634014,0.8037929031279912,0.8036101288433368,0.8036101231300927,0.6440677966101696,0.6666666666666666,0.12121212121212126,0.0,0.6296296296296297,0.8620689655172413,Director,0,0,1,0,0,0
saikou,0.01820590373027596,0.03833470733718054,0.02866744742604002,0.06524995319228609,0.09585253456221199,0.06861483795870857,0.03139998793633834,0.5697674418604651,0.6428571428571429,0.9,0.8225806451612904,0.024289375582479032,0.805,0.00896476227107311,0.3816046966731898,0.0,0.0,0.07884892086330936,0.5483939587321845,0.03769308260577569,0.45160604126781534,0.0,0.0,0.3352779809802487,0.06864999999999999,0.26736723153361874,0.07700900339016083,0.07222834056247858,0.0061633319700098626,0.005970398513663027,0.2035737077217613,0.03461135065843142,0.3160738406123368,0.010122779519331243,0.191096901131333,0.03494949494949495,0.3461701227253491,0.018913829309318092,0.06853068078700243,0.032816526308212766,0.2860984341008034,0.896972968681648,0.014421363061866027,0.04089941124890392,0.30526315789473685,0.39473684210526316,0.015417940876656473,0.7267530043168825,0.00928,0.07716177079023583,0.05588608212230567,0.6957751164337991,0.04102632939677875,0.004596649980747016,0.7382297551789079,0.32126696832579216,0.9166666666666666,0.6728993016445145,0.6122448979591836,0.5486782720825272,0.30000000000000004,0.7272727272727273,0.6449588045634272,0.025162140161599473,0.21393668274943126,0.715718598843346,0.3215810975988668,0.004596649980747017,0.04102632939677872,0.5188996635661983,0.17106905022320323,0.6666666666666666,0.09452372689435778,0.06595926010968471,0.03468414600161603,0.03468414594180126,0.032485459284832034,0.0324854591792352,0.8305084745762713,0.6666666666666666,0.30303030303030315,1.0,0.07407407407407407,0.41379310344827586,GradStudent,1,0,0,0,0,0
